P-nummer;Startdato;Ophørsdato;Navn;Adresse;Postnr.;By;Hovedbranche;Telefonnr;Email;Reklamebeskyttet
1022870587;01.02.2018;;Hjørring Hjorte Apotek v/Jesper Sevel;Frederikshavnsvej 44  -  Hjørring;9800;Hjørring;477300 Apoteker;98920411;hjoerring@apotekeren.dk;Ja
1025484173;16.01.2020;;SKØRPING APOTEK V/ALI AL-HUSSAINY;c/o Skørping Center -   Sverriggårdsvej 10;9520;Skørping;477300 Apoteker;;Ali_Shaker@hotmail.com;Nej
1023363034;01.02.2018;;Bjerringbro Apotek v/Lene Just Jørgensen;Nørregade 4A;8850;Bjerringbro;477300 Apoteker;86681010;just@apoteket.dk;Nej
1003171894;01.01.1991;;Odense Bellinge Apotek v/Yvonne Hummelmose;Elmegårdsvej 2  -  Bellinge;5250;Odense;477300 Apoteker;65963916;tommerup@apoteket.dk;Ja
1017284823;01.01.2012;;Hadsund Apotek v/Lars Lundager Walmar;Storegade 23;9560;Hadsund;477300 Apoteker;98571511;hadsund@apoteket.dk;Nej
1018365959;01.07.2013;;Århus Løve Apotek v/Marianne Schmidt;Store Torv 5;8000;Aarhus;477300 Apoteker;86120142;arhloeve@apotek.dk;Nej
1009750912;01.04.2003;;Nordborg Apotek v/Gisela Weber Mezghani;Storegade 28;6430;Nordborg;477300 Apoteker;74451405;;Nej
1014127093;01.02.2008;;Marstal Apotek v/Hanna Maria Magnussen;Kirkestræde 23;5960;Marstal;477300 Apoteker;62531068;;Nej
1011046955;01.02.2005;;Hirtshals Apotek v/Jette Møller Andersen;Jørgen Fibigersgade 18;9850;Hirtshals;477300 Apoteker;98941540;hirtshals@apotekt.dk;Ja
1021420235;25.04.2016;;Sorø og Glumsø Apotek v/Mads Haaning;Storgade 19A;4180;Sorø;477300 Apoteker;40901760;mh@apoteket.dk;Nej
1002902352;19.11.1979;;Aarhus Jernbane Apotek v/Bent Hougaard;Banegårdspladsen 8;8000;Aarhus;477300 Apoteker;;;Nej
1003137687;19.11.1979;;Århus Stjerne Apotek /Lene Mazanti Mikkelsen;Stjernepladsen 1;8200;Aarhus;477300 Apoteker;;;Nej
1002915356;19.11.1979;;Silkeborg Ørne Apotek v/Inga Vilstrup;Vestergade 9A -  st. tv.;8600;Silkeborg;477300 Apoteker;86821500;;Nej
1003128069;01.01.1991;;Ishøj Apotek v/Lars Østergaard Christensen;Ishøj Nørregade 15;2635;Ishøj;477300 Apoteker;43542756;;Nej
1020434984;20.05.2015;;Viborg Svane Apotek v/Rami Zeidan;Ll. Sct. Peder Stræde 10 - 12;8800;Viborg;477300 Apoteker;86620022;003rz@apoteket.dk;Nej
1014433291;01.07.2008;;Vejgaard Apotek Aalborg v/Rinette Rohde;Hadsundvej 33B;9000;Aalborg;477300 Apoteker;98136580;vejgaard@apoteket.dk;Ja
1002123154;26.11.1981;;DET GAMLE APOTEK PETER KRISTIAN LUNDSGAARD;Vestergade 18;7323;Give;475920 Boligtekstilforretninger;75735183;;Nej
1020985786;01.01.2016;;Glostrup Apotek v/Kristian Østergaard Nielsen;Hovedvejen 101;2600;Glostrup;477300 Apoteker;43960020;109kn@apoteket.dk;Nej
1003178206;01.01.1992;;Brørup Apotek v/Kurt Jensen Høy;Søndergade 17;6650;Brørup;477300 Apoteker;75381002;;Nej
1019573539;08.09.2014;;Grenå Apotek v/Lars F. Nørgaard;Kannikegade 12;8500;Grenaa;477300 Apoteker;86321422;;Nej
1003146673;26.11.1979;;Bramminge Apotek v/Kurt Jensen Høy;Storegade 2  -  Bramming;6740;Bramming;477300 Apoteker;75173044;;Nej
1008916183;01.04.2002;;Trekroner Apotek Kbh v/Steen Hansen;Vigerslev Allé 38;2500;Valby;477300 Apoteker;36461288;3kroner@apoteket.dk;Nej
1024868873;11.07.2019;;Det Lille Apotek v/Vibeke Nielsen;Vestergade 17;7600;Struer;563000 Cafeér, værtshuse, diskoteker mv.;;detlilleapotek7600@gmail.com;Ja
1003126200;19.11.1979;;Silkeborg Svane Apotek v/Inga Vilstrup;Torvet 9;8600;Silkeborg;477300 Apoteker;86820200;;Nej
1019227428;21.03.2014;;Krone Apotek Esbjerg v/Lisbeth Nielsen;Kongensgade 36;6700;Esbjerg;477300 Apoteker;75129211;;Nej
1003128057;19.11.1979;;Hundige Apotek v/Lars Østergaard Christensen;Over Bølgen 19H;2670;Greve;477300 Apoteker;43903355;;Nej
1003158190;19.11.1979;;Faaborg Løve Apotek v/Sten Grønved Nielsen;Herregårdscentret 6;5600;Faaborg;477300 Apoteker;62611470;faaborg@apotekeren.dk;Nej
1016559047;10.01.2011;;Højer Apotek - apoteksudsalg til Løve Apoteket Tønder;Skolegade 8;6280;Højer;477300 Apoteker;74721115;toender@apoteket.dk;Nej
1026201310;26.08.2020;;Rødby Løve Apotek v/Louise I. Vorbeck;Østergade 51;4970;Rødby;477300 Apoteker;22523450;louise_ingerslev@hotmail.com;Ja
1018147102;09.11.2012;;Smallegades Apotek Frederiksberg v/Anna Liselotte Petersen;Smallegade 46;2000;Frederiksberg;477300 Apoteker;38870478;smallegade@apotekeren.dk;Nej
1014202214;01.03.2008;;Esbjerg Jerne Apotek v/Anne Helene Kahns;Strandby Kirkevej 80;6705;Esbjerg;477300 Apoteker;75122177;anne.kahns@apoteket.dk;Ja
1003146041;01.01.1970;;Ikast Apotek v/Karen Marie Jensen Østergaard;Østergade 15;7430;Ikast;477300 Apoteker;97151633;249ka@apoteket.dk;Nej
1002904136;19.11.1979;;Nørre-Nebel Apotek v/P E Nielsen;Bredgade 12;6830;Nørre;477300 Apoteker;75288366;;Ja
1002904367;17.10.2000;;Roskilde Svane Apotek V/ Ulla Charlotte Andersen;Skomagergade 19;4000;Roskilde;477300 Apoteker;46322300;;Nej
1011026113;20.11.2004;;Sønderbros Apotek Randers v/Bjørn Petersen Thorbjørner;Dytmærsken 10;8900;Randers;477300 Apoteker;86422900;;Nej
1002990684;01.09.1994;;ULDUM APOTEK V/DANJI V M BHANDERI;Søndergade 18;7171;Uldum;477300 Apoteker;75678003;;Nej
1020750037;15.11.2015;;Apoteket Havnegade, filial af Nakskov Løve Apotek;Havnegade 69;4900;Nakskov;477300 Apoteker;54923211;nakskov@apotekeren.dk;Ja
1016142480;11.06.2010;;CAFÉ BLÅGÅRDS APOTEK VED HANS NIELSEN'S FOND;Blågårdsgade 20 -  st.;2200;København;999999 Uoplyst;;;Nej
1013109989;01.04.2007;;Herning Løve Apotek v/Henrik Krog Jensen;Bredgade 45;7400;Herning;477300 Apoteker;97124286;;Nej
1021596031;03.10.2016;;Marsk Apoteket filial af Tønder Løve Apotek;Plantagevej 38;6270;Tønder;477300 Apoteker;74721115;marsk@apoteket.dk;Ja
1022569879;01.07.2017;;Det lille Apotek v/ Mette L Vigsbo;Dybekær 1;4281;Gørlev;563000 Cafeér, værtshuse, diskoteker mv.;58856810;;Ja
1002909394;19.11.1979;;Steno Apotek København V/Jesper Gulev Larsen;Vesterbrogade 6C;1620;København;477300 Apoteker;33148266;;Nej
1003135337;19.11.1979;;Sct. Nicolai Apotek V/Per Wisbech Pedersen;Gerritsgade 7;5700;Svendborg;477300 Apoteker;;;Nej
1019106000;20.03.2014;;Hvalsø Apotek v/Charlotte Dalsgaaard Wiberg-Jørgensen;Roskildevej 4;4330;Hvalsø;477300 Apoteker;46408006;;Nej
1017676047;01.06.2012;;Vejle Løve Apotek v/Claus Holm Slot;Søndergade 29;7100;Vejle;477300 Apoteker;75828322;vejleloeve@apoteket.dk;Nej
1024330539;03.01.2019;;Viborg Løve Apotek v/ Julie Maagaard Nordleif;Sct. Mathias Gade 66 -  st. 2.;8800;Viborg;477300 Apoteker;86620633;viborgloeve@gmail.com;Ja
1016556706;10.01.2011;;Løgumkloster Apotek, filial af Løve Apoteket Tønder;Østergade 5B;6240;Løgumkloster;477300 Apoteker;74721115;toender@apoteket.dk;Nej
1022595322;18.09.2017;;Apoteket Dalumcentret filial af Odense Bellinge Apotek;Dalumvej 46  -  Dalum;5250;Odense;477300 Apoteker;;tommerup@apoteket.dk;Ja
1026201329;26.08.2020;;Maribo Torvegade Apotek v/Louise I. Vorbeck;Torvegade 9;4930;Maribo;477300 Apoteker;22523450;louise_ingerslev@hotmail.com;Ja
1014176337;01.03.2008;;Axeltorvs Apotek Helsingør v/Anne-Marie Kissmeyer;Groskenstræde 2A;3000;Helsingør;477300 Apoteker;49211223;;Nej
1003186609;19.11.1979;;Skibby Apotek v/ Ole Rønnow Hartmann Witek;Hovedgaden 40;4050;Skibby;477300 Apoteker;47528007;;Nej
1002903955;19.11.1979;;KØGE TORVETS APOTEK V/PETER SCHJØRRING-THYSSEN;Brogade 1A -  st.;4600;Køge;477300 Apoteker;56650121;;Nej
1019969092;01.01.2015;;Skive Svane Apotek v/Peter Krüger Bak;Sdr Boulevard 7;7800;Skive;477300 Apoteker;97524211;Bak@apoteket.dk;Nej
1013635346;01.11.2007;;Nykøbing Mors Sct. Clemens Apotek v/Jette Kristensen;Algade 3;7900;Nykøbing;477300 Apoteker;97720966;clemens@apoteket.dk;Nej
1014262624;01.04.2008;;Apotek-Administration-Service v/Kerstin Barbro Ingegerd Persson;Stevnsbovej 13;2840;Holte;821100 Kombinerede administrationsserviceydelser;28433206;;Nej
1003194193;19.11.1979;;Sct. Knuds Apotek Odense v/Marianne Dencker Nielsen;Kongensgade 51;5000;Odense;477300 Apoteker;66120272;;Nej
1003185468;01.01.1970;;Sct. Lukas Apotek Århus v/Erik Meldgaard Andersen;Frederiks Allé 178;8000;Aarhus;477300 Apoteker;;ema@apoteket.dk;Nej
1018357115;01.05.2013;;Løve Apotek Nykøbing F. v/Ole Lystrup Iversen;Langgade 5;4800;Nykøbing;477300 Apoteker;54853300;ole@apoteket.dk;Nej
1005071523;01.04.1998;;ÅRHUS CITY VEST APOTEK V/HELLE KRISTENSEN BAUNMØLLER;c/o CITY VEST -   Gudrunsvej 7;8220;Brabrand;477300 Apoteker;86251533;;Nej
1010223284;01.11.2003;;Det Gamle Apotek I/S v/ Gitte Bergmann & Niels Rossen;Slagelsevej 14;4460;Snertinge;889990 Andre sociale foranstaltninger uden institutionsophold i.a.n.;59446697;;Nej
1018644114;01.07.2013;;Sønderborg Løve Apotek, Center Øst v/Gisela W. Mezghani;Grundtvigs Alle 179  -  Center Øst;6400;Sønderborg;477300 Apoteker;74422000;soenderborgloeve@apoteket.dk;Nej
1023776193;05.07.2018;;Restaurant Det Gamle Apotek I/S v/Michelle og Mark Bøgh Sørensen;Apotekergade 1A -  st.;6100;Haderslev;561010 Restauranter;;larius@live.dk;Ja
1023697153;31.08.2018;;Middelfart Løve Apotek Kløvervej, filial af Løve Apoteket Lillebælt Løvbjerg;Kløvervej 10;5500;Middelfart;477300 Apoteker;75923544;;Ja
1003187058;19.11.1979;31.12.2013;Nimtofte Apotek/Ørsted Apotek;Ryomgaardvej 21;8581;Nimtofte;682040 Udlejning af erhvervsejendomme;86398012;;Nej
1015873112;25.02.2010;31.12.2019;Enghave apotek;Enghave Plads 25;1670;København;477300 Apoteker;33313778;enghave@apoteket.dk;Nej
1002987544;01.01.1992;31.12.2019;HUNDESTED APOTEK;Nørregade 54;3390;Hundested;477300 Apoteker;47939886;;Nej
1002904276;19.11.1979;12.09.2011;VEJLBY APOTEK;Vejlbygade 16A;8240;Risskov;477300 Apoteker;87429400;;Nej
1002920062;19.11.1979;31.12.2010;SØNDERBRO APOTEK;Dytmærsken 10;8900;Randers;477300 Apoteker;86422900;;Nej
1002898433;19.11.1979;31.12.2008;CHRISTIANSFELD APOTEK;Lindegade 21;6070;Christiansfeld;477300 Apoteker;74561314;;Nej
1003154110;01.02.1989;24.06.2011;BRØNDBYØSTER APOTEK;Nygårds Plads 3;2605;Brøndby;477300 Apoteker;36754070;;Nej
1014775397;01.01.2008;31.05.2015;Otterup Apotek;Søndergade 10;5450;Otterup;477300 Apoteker;;;Nej
1020860681;01.02.2016;01.02.2016;Solsidens Apotek;Vestergade 30 -  st. Buti.;9400;Nørresundby;477300 Apoteker;27838260;092rhl@apoteket.dk;Ja
1002887109;19.11.1979;30.11.2008;ASNÆS APOTEK;Asnæs Centret 7;4550;Asnæs;477300 Apoteker;59650600;;Nej
1003191285;01.01.1992;29.02.2008;HOVEDGÅRD APOTEK;Horsensvej 5;8732;Hovedgård;477300 Apoteker;75661023;;Nej
1003189414;19.11.1979;18.02.2009;HORNSLET APOTEK;Alpevej 11;8543;Hornslet;477300 Apoteker;;;Nej
1003160790;01.01.1991;31.05.2012;BRØNDBYØSTER APOTEK;Nygårds Plads 3A;2605;Brøndby;477300 Apoteker;36754070;broendbyoester@apoteket.dk;Nej
1002988217;01.03.1994;30.06.2012;VRÅ APOTEK;Østergade 19;9760;Vrå;477300 Apoteker;98981922;t.s.rosenberg@gmail.com;Nej
1004980225;01.05.1999;30.06.2001;BJERRINGBRO APOTEK;Nørregade 8;8850;Bjerringbro;980000 Uoplyst;86681010;bjerringbro@apoteket.dk;Nej
1023528297;17.04.2018;17.04.2018;Børkop Apotek;Ny Boder 16;7080;Børkop;477300 Apoteker;75866444;borkop@apoteket.dk;Ja
1002901666;19.11.1979;01.03.2009;ULFBORG APOTEK;Holmegade 17;6990;Ulfborg;477300 Apoteker;97491144;ulfborg@apoteket.dk;Nej
1017639540;27.04.2012;27.04.2012;Hesselager Apotek;c/o Torvet 5 -  5700 Svendborg -   Langgade 5;5874;Hesselager;477300 Apoteker;62251003;035lk@apoteket.dk;Nej
1002884603;19.11.1979;30.06.2009;ASSENS APOTEK;Østergade 27;5610;Assens;477300 Apoteker;64711035;;Nej
1003140754;19.11.1979;30.03.2015;ÅBYHØJ APOTEK;Silkeborgvej 226;8230;Åbyhøj;477300 Apoteker;86158882;;Nej
1003200066;19.11.1979;31.12.2008;NÆRUM APOTEK;Nærumvænge Torv 35;2850;Nærum;477300 Apoteker;45804202;;Nej
1003185894;01.01.1992;03.04.2011;GISLEV APOTEK;Ørbækvej 11;5854;Gislev;477300 Apoteker;62291025;;Nej
1002932186;19.11.1979;01.03.2009;BØVLINGBJERG APOTEK;Prins Buris Vej 45A  -  Mejdal;7500;Holstebro;477300 Apoteker;97885011;;Nej
1002935938;19.11.1979;31.10.2014;HVALSØ APOTEK;Roskildevej 4;4330;Hvalsø;477300 Apoteker;46408006;;Nej
1005344180;01.04.1977;18.11.1979;HAVDRUP APOTEK;5;9999;Ukendt;980000 Uoplyst;;;Nej
1003178097;01.01.1992;22.06.2015;GRAM APOTEK;Torvet 3;6510;Gram;477300 Apoteker;74821515;;Nej
1013688768;12.10.2007;31.08.2012;Mariager Apotek;Fuglsangsgade 16;9550;Mariager;477300 Apoteker;;;Nej
1003178085;16.05.2000;22.06.2015;RØDDING APOTEK;Kongevej 2;6630;Rødding;477300 Apoteker;74842141;;Nej
1002898743;01.04.1988;31.12.2010;BAGSVÆRD APOTEK;Kongestien 5B;2830;Virum;477300 Apoteker;45854142;arends@apoteket.dk;Ja
1002988473;01.04.1994;23.10.2014;NYKØBING APOTEK;Algade 24;4500;Nykøbing;477300 Apoteker;59910085;;Nej
1002956210;01.05.1994;31.07.2009;HAARBY APOTEK;Algade 33;5683;Haarby;477300 Apoteker;64731024;;Nej
1005344805;01.08.1978;18.11.1979;VEJLBY APOTEK;16A;9999;Ukendt;980000 Uoplyst;;;Nej
1002930912;01.01.1970;30.06.2010;FREDERIKSBERG APOTEK;Gammel Kongevej 162;1850;Frederiksberg;477300 Apoteker;33211510;;Nej
1003031334;19.11.1979;24.08.2006;GRINDSTED APOTEK;Borgergade 29;7200;Grindsted;523100 Apoteker;75320022;;Nej
1002918720;19.11.1979;31.08.2007;RIBE APOTEK;Tvedgade 19 A.;6760;Ribe;523100 Apoteker;75420755;;Nej
1003186592;19.11.1979;31.10.2003;ØREGÅRD APOTEK;Strandvejen 203;2900;Hellerup;523100 Apoteker;39621045;;Nej
1014911401;01.12.2008;31.05.2014;Aarup Apotek;Bredgade 60;5560;Aarup;477300 Apoteker;64431027;;Nej
1002934219;19.11.1979;31.05.2009;AALBORGHUS APOTEK;Grønlands Torv 12;9210;Aalborg;477300 Apoteker;98140611;;Nej
1002929502;19.11.1979;30.06.2016;NEPTUN APOTEK;Kongensgade 79;6700;Esbjerg;477300 Apoteker;75133229;;Nej
1009360375;08.10.2002;08.10.2002;GALTEN APOTEK;Fjordskrænten 58;4400;Kalundborg;980000 Uoplyst;86943633;;Nej
1002948347;01.01.1992;01.03.2000;VESTERVIG APOTEK;Oddesundvej 348;7760;Hurup;523100 Apoteker;97941111;;Nej
1002904331;01.01.1992;30.04.2006;DRAGØR APOTEK;Kongevejen 11;2791;Dragør;523100 Apoteker;32538401;;Nej
1013750528;05.11.2007;31.12.2007;Rosengården Apotek;c/o Rosengårdcentret -   Ørbækvej 75;5220;Odense;523100 Apoteker;;;Nej
1002983240;19.11.1979;31.05.2016;AARS APOTEK;Himmerlandsgade 94;9600;Aars;477300 Apoteker;98621611;;Nej
1021269375;21.03.2016;01.06.2017;Aalestrup Apotek;Borgergade 5;9620;Aalestrup;477300 Apoteker;98641422;aalestrup@apoteket.dk;Nej
1003019683;01.01.1992;30.06.2020;ULLERØD APOTEK;Frederiksværksgade 115;3400;Hillerød;477300 Apoteker;48252544;hilleroedkrone@apoteket.dk;Ja
1003156678;19.11.1979;30.09.2019;BØRKOP APOTEK;Ny Boder 16;7080;Børkop;477300 Apoteker;75866444;;Nej
1003151718;01.01.1991;13.08.2019;ØSTBIRK APOTEK;H.C.Andersens Vej 2A;8752;Østbirk;477300 Apoteker;75781014;;Nej
1003189402;19.11.1979;01.11.2010;ØRSTED APOTEK;Spurvevej 14  -  Skovgårde;8961;Allingåbro;682040 Udlejning af erhvervsejendomme;86488011;;Nej
1011956994;01.01.2006;30.06.2006;HUSUM APOTEK;Frederikssundsvej 320;2700;Brønshøj;980000 Uoplyst;38281012;;Nej
1003170904;01.01.1992;30.06.2007;AABYBRO APOTEK;Østergade 30C;9440;Aabybro;523100 Apoteker;98244288;;Ja
1002955469;01.01.1992;31.08.2016;TARUP APOTEK;Rugvang 36  -  Tarup;5210;Odense;477300 Apoteker;66160915;;Nej
1009671028;18.07.2001;18.07.2001;TINGLEV APOTEK;c/o Advokat N E Norsker -   Kvæsthusgade 3;1251;København;980000 Uoplyst;74644025;;Nej
1002967697;01.01.1970;31.12.2012;VINDERUP APOTEK;c/o Postboks 50 -   Søndergade 14;7830;Vinderup;477300 Apoteker;97441222;;Nej
1002901617;01.01.1992;01.01.2002;Haverslev Apotek;Jyllandsgade 20  -  Haverslev;9610;Nørager;523100 Apoteker;98654004;;Nej
1002933522;01.01.1970;14.09.2008;AALESTRUP APOTEK;Borgergade 5;9620;Aalestrup;477300 Apoteker;98641422;;Nej
1003427921;01.01.1994;01.03.2018;Islev Apotek;Fortvej 5;2610;Rødovre;477300 Apoteker;36704781;;Nej
1023557246;01.05.2018;01.05.2018;Løgstør Apotek;Østerbrogade 1B;9670;Løgstør;477300 Apoteker;98671755;logstor.apotek@apoteket.dk;Nej
1003081507;01.01.1992;17.04.2007;VILS APOTEK;Næssundvej 168;7980;Vils;523100 Apoteker;97767366;;Nej
1002950054;19.11.1979;09.01.2007;ÅRUP APOTEK;Bredgade 25;5560;Aarup;523100 Apoteker;64431027;;Nej
1002988229;01.03.1994;30.06.2012;LØKKEN APOTEK;Jyllandsgade 13;9480;Løkken;477300 Apoteker;98991023;;Nej
1002902297;19.11.1979;30.06.2010;HERLEV APOTEK;Herlev Torv 13;2730;Herlev;477300 Apoteker;44942525;;Nej
1012303439;19.05.2006;30.06.2006;RØDOVRE APOTEK;Rødovre Centrum 124;2610;Rødovre;980000 Uoplyst;36700858;;Nej
1003145987;19.11.1979;30.06.2008;VEJGÅRD APOTEK;Kyømarksvej 11;9240;Nibe;477300 Apoteker;98124166;ole-bak@apoteket.dk;Nej
1013617518;19.09.2007;06.07.2016;Skjern Apotek;Bredgade 44B;6900;Skjern;477300 Apoteker;97351544;skjern@apoteket.dk;Nej
1021413956;01.07.2016;08.07.2016;Kød Apotek;Frederikssundsvej 54;2400;København;101190 Forarbejdning af andet kød;;zamzamdk@hotmail.com;Nej
1002910238;01.01.1970;31.12.2007;MARIAGER APOTEK;Falkevej 1;9500;Hobro;523100 Apoteker;98541018;;Nej
1003179998;19.11.1979;30.06.2009;VAMDRUP APOTEK;c/o Jens Riis -   Hvide Hus 36;6580;Vamdrup;477300 Apoteker;75581888;ur@rvn-rr.dk;Nej
1009912114;01.08.2002;31.12.2009;Kibæk Apotek;Nr. Bredgade 11;6933;Kibæk;477300 Apoteker;97191344;;Nej
1002986391;01.08.1993;31.12.2012;SMALLEGADES APOTEK;Smallegade 46;2000;Frederiksberg;477300 Apoteker;38870478;smallegade@apotekeren.dk;Nej
1002978911;19.11.1979;28.02.2009;VARDE APOTEK;Vestergade 3;6800;Varde;477300 Apoteker;;;Nej
1003191789;19.11.1979;31.03.2009;MARSTAL APOTEK;Kirkestræde 23;5960;Marstal;477300 Apoteker;62531068;;Nej
1002964583;19.11.1979;31.08.2012;HADSUND APOTEK;c/o Annette Hill-Madsen -   Kirketorvet 6 -  1. tv.;8900;Randers;477300 Apoteker;98573239;ahm@apoteket.dk;Nej
1003186658;19.11.1979;23.07.2010;KARISE APOTEK;Bredgade 26;4653;Karise;477300 Apoteker;56788195;;Nej
1005344635;07.01.1978;18.11.1979;HUMLEBÆK APOTEK;23;9999;Ukendt;980000 Uoplyst;;;Nej
1008164890;01.05.2000;31.12.2001;SÆBY APOTEK;Søndergade 7;9300;Sæby;980000 Uoplyst;98461017;;Nej
1003011979;19.11.1979;04.02.2013;DRONNINGLUND APOTEK;Stationsvej 12;9330;Dronninglund;477300 Apoteker;98842222;;Nej
1002971462;01.12.1983;30.11.2006;BRØNSHØJ APOTEK;Frederikssundsvej 121;2700;Brønshøj;523100 Apoteker;38283822;;Nej
1002909965;01.01.1992;31.12.2010;HØJER APOTEK;Nørregade 17;6280;Højer;477300 Apoteker;74782458;;Nej
1003200054;19.11.1979;31.12.2013;NYSTED APOTEK;Adelgade 13;4880;Nysted;477300 Apoteker;54871008;nysted@apoteket.dk;Nej
1015751076;07.01.2010;31.08.2013;Løkken apotek;Jyllandsgade 13;9480;Løkken;477300 Apoteker;;;Nej
1002904318;19.11.1979;30.04.2006;TÅRNBY APOTEK;Amager Landevej 37;2770;Kastrup;523100 Apoteker;32500617;;Nej
1002962063;01.01.1970;31.12.2008;AXELTORVS APOTEK;Groskenstræde 2A;3000;Helsingør;702200 Virksomhedsrådgivning og anden rådgivning om driftsledelse;49211223;nils@Draebye.com;Nej
1002902509;01.01.1970;07.06.2008;BROVST APOTEK;Vestergade 6;9460;Brovst;477300 Apoteker;98231311;;Nej
1006280129;01.02.1999;01.06.1999;BORUP APOTEK;16B;9999;Ukendt;980000 Uoplyst;;;Nej
1011954444;01.01.2006;28.07.2006;KARUP APOTEK;Aarestrupvej 15;7470;Karup;980000 Uoplyst;97101700;;Nej
1002948335;01.01.1970;01.03.2000;KOLDBY APOTEK;Algade 18  -  Koldby;7752;Snedsted;523100 Apoteker;97936011;;Nej
1003196780;19.11.1979;10.07.2014;MARSELISBORG APOTEK;Rundhøjtorvet 3;8270;Højbjerg;477300 Apoteker;86148011;marselisborg@apotekeren.dk;Nej
1021843330;05.12.2016;01.04.2019;Jomfrustiens Apotek;c/o Kvickly -   Jomfrustien 40;6100;Haderslev;477300 Apoteker;74522067;hjorte@apoteket.dk;Ja
1015217517;23.04.2009;01.05.2019;Brande Apotek;Storegade 13;7330;Brande;477300 Apoteker;;;Nej
1009571546;01.12.2002;31.12.2018;Harlev Apotek;Gammel Stillingvej 427;8462;Harlev;477300 Apoteker;86943633;galten@apoteket.dk;Nej
1003056426;19.11.1979;31.12.2018;BJERRINGBRO APOTEK;Nørregade 4A;8850;Bjerringbro;477300 Apoteker;86681010;bjerringbro@apoteket.dk;Nej
1005344891;01.12.1978;18.11.1979;TÅRNBY APOTEK;37;9999;Ukendt;980000 Uoplyst;;;Nej
1003195711;01.01.1970;30.06.2015;STUBBEKØBING APOTEK;Vestergade 24B;4850;Stubbekøbing;477300 Apoteker;54441012;;Nej
1025099202;01.10.2019;31.01.2020;Stevns Apotek;Algade 23;4660;Store;477300 Apoteker;44889595;dkma@dkma.dk;Nej
1002974825;01.01.1992;31.03.2020;Vallensbæk Apotek;Vallensbæk Stationstorv 60;2665;Vallensbæk;477300 Apoteker;43547241;;Nej
1004618738;01.08.1998;07.09.2020;FARSØ APOTEK;Nørregade 11;9640;Farsø;477300 Apoteker;98631777;farso@apoteket.dk;Nej
1013521804;01.07.2007;07.09.2020;LØGSTØR APOTEK;Østerbrogade 1B;9670;Løgstør;477300 Apoteker;98671755;;Nej
1009151539;01.09.2001;30.09.2002;HUMLEBÆK APOTEK;Humlebæk Center 23;3050;Humlebæk;523100 Apoteker;49191979;;Nej
1015038000;30.01.2009;30.01.2009;Sygehus Apotek;Porsvej 1;9000;Aalborg;325000 Fremstilling af medicinske og dentale instrumenter samt udstyr hertil;;;Nej
1003179664;01.01.1992;29.02.2008;FANØ APOTEK;Hovedgaden 84  -  Nordby;6720;Fanø;477300 Apoteker;75162023;;Nej
1011954460;01.08.2005;30.06.2007;ØSTERVRÅ APOTEK;Liljevej 7;9750;Østervrå;980000 Uoplyst;98951050;;Nej
1012578101;01.09.2006;30.06.2015;Dragør Apotek;Maglebytorv 18;2791;Dragør;477300 Apoteker;;;Nej
1014272395;01.04.2008;31.05.2010;Allerød Apotek;Mølcks Passage 5;3450;Allerød;477300 Apoteker;48172585;;Nej
1009912084;01.08.2002;31.07.2003;Videbæk Apotek;Bredgade 15;6920;Videbæk;523100 Apoteker;97172500;;Nej
1003121611;19.11.1979;31.12.2009;HELLERUP APOTEK;Strandvejen 165;2900;Hellerup;477300 Apoteker;39620298;;Nej
1002902637;19.11.1979;30.09.2014;BORUP APOTEK;Hovedgaden 16B;4140;Borup;477300 Apoteker;57526006;borup@apoteket.dk;Nej
1009039992;01.04.2000;07.10.2002;GALTEN APOTEK;Søndergade 2;8464;Galten;980000 Uoplyst;86943633;;Nej
1012001572;01.01.2006;15.07.2007;Nature's Apotek;c/o Michael Eugene Connelly -   Præstevangsvej 12 -  1. th.  -  Hasle;8210;Århus;522730 Helsekostforretninger;50423121;;Nej
1013453388;01.07.2007;06.05.2008;Aabybro apotek;Østergade 30C;9440;Aabybro;477300 Apoteker;;;Nej
1003149611;01.01.1970;13.01.2008;HALS APOTEK;Østergade 8;9370;Hals;682040 Udlejning af erhvervsejendomme;98251013;;Nej
1002904100;19.11.1979;31.05.2003;TREKRONER APOTEK;Vigerslev Allé 38;2500;Valby;523100 Apoteker;36461288;;Nej
1003193203;19.11.1979;30.11.2012;FUGLEBJERG APOTEK;Krummerupvej 1;4250;Fuglebjerg;477300 Apoteker;55453016;;Nej
1008496737;01.08.2001;01.08.2001;Søborg Apotek;Søborg Hovedgade 86;2860;Søborg;523100 Apoteker;;;Nej
1003127943;19.11.1979;30.09.2003;HOLMBLADSGADES APOTEK;Holmbladsgade 20;2300;København;523100 Apoteker;32545252;;Nej
1013453353;01.07.2007;30.04.2008;Saltum Apotek;Tinghøjgade 13;9493;Saltum;477300 Apoteker;;;Nej
1023455176;01.06.2018;01.06.2018;Antvorskov Apotek;c/o Bilka Slagelse -   Idagårdsvej 1;4200;Slagelse;477300 Apoteker;58520134;slagelsesvane@apotek.dk;Nej
1002952318;01.01.1970;30.06.2014;DYVEKE APOTEK;Højdevangs Allé 37;2300;København;477300 Apoteker;32584359;jette@abies.dk;Nej
1005344210;01.05.1977;18.11.1979;RØNNE APOTEK;12;9999;Ukendt;980000 Uoplyst;;;Nej
