CVR-nummer;Startdato;Ophørsdato;Navn;Adresse;Postnr.;By;Virksomhedsform;Hovedbranche;Telefonnr;Email;Reklamebeskyttet
40137904;03.01.2019;;Viborg Løve Apotek v/ Julie Maagaard Nordleif ;Sct. Mathias Gade 66 -  st. 2.;8800;Viborg;Enkeltmandsvirksomhed;477300 Apoteker;86620633;viborgloeve@gmail.com;Ja
36217111;01.01.2015;;Skive Svane Apotek v/Peter Krüger Bak ;Sdr Boulevard 7;7800;Skive;Enkeltmandsvirksomhed;477300 Apoteker;97524211;Bak@apoteket.dk;Nej
34424225;01.06.2012;;Vejle Løve Apotek v/Claus Holm Slot ;Søndergade 29;7100;Vejle;Enkeltmandsvirksomhed;477300 Apoteker;75828322;vejleloeve@apoteket.dk;Ja
28413297;01.04.2005;;Skibby Apotek v/ Ole Rønnow Hartmann Witek ;Hovedgaden 40;4050;Skibby;Enkeltmandsvirksomhed;477300 Apoteker;;;Nej
35423893;20.03.2014;;Hvalsø Apotek v/Charlotte Dalsgaaard Wiberg-Jørgensen ;Roskildevej 4;4330;Hvalsø;Enkeltmandsvirksomhed;477300 Apoteker;46408006;;Nej
29354758;01.07.2017;;Det lille Apotek v/ Mette L Vigsbo ;Dybekær 1;4281;Gørlev;Enkeltmandsvirksomhed;563000 Cafeér, værtshuse, diskoteker mv.;58856810;;Ja
19693171;01.02.1997;;ORDRUP APOTEK V/LISE EBERHOLST ;Ordrupvej 80;2920;Charlottenlund;Enkeltmandsvirksomhed;477300 Apoteker;39641611;ordrup@apoteket.dk;Ja
32855032;01.06.2010;;Vejlby Apotek v/Cesare Cota ;Vejlbygade 16A;8240;Risskov;Enkeltmandsvirksomhed;477300 Apoteker;87429400;vejlby@apoteket.dk;Nej
27034977;01.03.2003;;Tommerup Apotek v/Yvonne Hummelmose ;Tallerupvej 15  -  Tommerup St;5690;Tommerup;Enkeltmandsvirksomhed;477300 Apoteker;;;Ja
20756748;01.05.1998;;RINGSTED APOTEK V/JØRGEN MOESTRUP ;Sct Hansgade 23;4100;Ringsted;Enkeltmandsvirksomhed;477300 Apoteker;57611459;;Nej
31117283;01.03.2008;;Asnæs Apotek v/Jan Stephensen ;Asnæs Centret 7;4550;Asnæs;Enkeltmandsvirksomhed;477300 Apoteker;59650600;;Nej
21041807;01.09.1998;;Frederiksborg Apotek v/Troels Ingemann ;Slotsgade 26;3400;Hillerød;Enkeltmandsvirksomhed;477300 Apoteker;48265600;th@apoteket.dk;Nej
13715092;01.02.1990;;NÆSTVED SVANE APOTEK PER WIJNGAARD ;Torvestræde 8;4700;Næstved;Enkeltmandsvirksomhed;477300 Apoteker;;;Nej
41082569;16.01.2020;;SKØRPING APOTEK V/ALI AL-HUSSAINY ;c/o Skørping Center -   Sverriggårdsvej 10;9520;Skørping;Enkeltmandsvirksomhed;477300 Apoteker;;Ali_Shaker@hotmail.com;Nej
27890083;01.10.2004;;Thisted Løve Apotek v/Jytte Vinther ;Sydhavnsvej 11;7700;Thisted;Enkeltmandsvirksomhed;477300 Apoteker;;;Nej
28211023;01.02.2005;;Hirtshals Apotek v/Jette Møller Andersen ;Jørgen Fibigersgade 18;9850;Hirtshals;Enkeltmandsvirksomhed;477300 Apoteker;;;Ja
25916441;01.04.2001;;Silkeborg Svane Apotek v/Inga Vilstrup ;Torvet 9;8600;Silkeborg;Enkeltmandsvirksomhed;477300 Apoteker;86820200;;Nej
17082582;01.08.1993;;HJØRRING LØVE APOTEK V/JESPER SEVEL ;Østergade 7A -  st. tv.;9800;Hjørring;Enkeltmandsvirksomhed;477300 Apoteker;98920411;hjoerring@apotekeren.dk;Nej
19583538;01.01.1993;;VILDBJERG APOTEK V/NIS FINK JEPSEN ;Søndergade 7;7480;Vildbjerg;Enkeltmandsvirksomhed;477300 Apoteker;97131036;;Nej
10546095;01.01.1987;;VAISENHUS APOTEK V/TINE JUEL WIBOLTT ;Landemærket 3 - 5;1119;København;Enkeltmandsvirksomhed;477300 Apoteker;;;Nej
26774756;01.11.2002;;Åbenrå Løve Apotek v/Lars Henrik Ellebye ;Madevej 9;6200;Aabenraa;Enkeltmandsvirksomhed;477300 Apoteker;74622224;;Nej
16854875;01.04.1993;;HELSINGØR STENGADES APOTEK V/NIELS HAMBORG JENSEN ;Stengade 46A;3000;Helsingør;Enkeltmandsvirksomhed;477300 Apoteker;49218600;;Nej
25455916;01.07.2000;;Steno Apotek København V/Jesper Gulev Larsen ;Vesterbrogade 6C;1620;København;Enkeltmandsvirksomhed;477300 Apoteker;33148266;;Nej
31194830;01.03.2008;;Axeltorvs Apotek Helsingør v/Anne-Marie Kissmeyer ;Groskenstræde 2A;3000;Helsingør;Enkeltmandsvirksomhed;477300 Apoteker;49211223;;Ja
17547585;01.03.1994;;DALGAS BOULEVARD APOTEK V/METTE HØJE ANDERSEN ;Dalgas Boulevard 91;2000;Frederiksberg;Enkeltmandsvirksomhed;477300 Apoteker;38864343;;Nej
17809636;01.10.1994;;KGL. HOF APOTEK V/SUSANNE TRØCK-NIELSEN ;Store Kongensgade 45;1264;København;Enkeltmandsvirksomhed;477300 Apoteker;33141168;;Nej
27258042;01.08.2003;;Sct. Lukas Apotek Århus v/Erik Meldgaard Andersen ;Frederiks Allé 178;8000;Aarhus;Enkeltmandsvirksomhed;477300 Apoteker;;ema@apoteket.dk;Nej
30874692;01.11.2007;;Sct. Knuds Apotek Odense v/Marianne Dencker Nielsen ;Kongensgade 51;5000;Odense;Enkeltmandsvirksomhed;477300 Apoteker;66120272;;Nej
34756821;09.11.2012;;Smallegades Apotek Frederiksberg v/Anna Liselotte Petersen ;Smallegade 46;2000;Frederiksberg;Enkeltmandsvirksomhed;477300 Apoteker;38870478;smallegade@apotekeren.dk;Nej
21369845;04.01.1999;;Faaborg Løve Apotek v/Sten Grønved Nielsen ;Herregårdscentret 6;5600;Faaborg;Enkeltmandsvirksomhed;477300 Apoteker;62611470;faaborg@apotekeren.dk;Nej
29541140;01.07.2006;;Ikast Apotek v/Karen Marie Jensen Østergaard ;Østergade 15;7430;Ikast;Enkeltmandsvirksomhed;477300 Apoteker;97151633;249ka@apoteket.dk;Nej
34565643;01.09.2012;;Nørresundby Apotek v/ Rikke Holm Løvaas ;Torvet 3A;9400;Nørresundby;Enkeltmandsvirksomhed;477300 Apoteker;98171944;092rhl@apoteket.dk;Ja
41061324;08.01.2020;;Albertslund apotek v/Mia Bendix Andersen ;Bytorvet 5;2620;Albertslund;Enkeltmandsvirksomhed;477300 Apoteker;43648590;albertslund@apoteket.dk;Ja
27537278;01.02.2004;;Sønderbro Apotek Kbh. v/Susanne Bendixen ;Amagerbrogade 158;2300;København;Enkeltmandsvirksomhed;477300 Apoteker;32580140;;Ja
28906986;01.08.2005;;Øresunds Apotek København v/Tue Askaa ;Østerbrogade 151;2100;København;Enkeltmandsvirksomhed;477300 Apoteker;39180205;askaa@mail.dk;Nej
19230430;01.06.1996;;MARIBO APOTEK V/PETER LORENZ LÜCK ;Vestergade 1;4930;Maribo;Enkeltmandsvirksomhed;477300 Apoteker;54780611;;Nej
19249735;01.07.1996;;Aalborg Løve Apotek v/Finn Ossian ;Nytorv 3;9000;Aalborg;Enkeltmandsvirksomhed;477300 Apoteker;98120366;063fo@apoteket.dk;Ja
21814431;01.10.1999;;Haderslev Hjorte Apotek v/Lene Kæstel ;Bispebroen 2A -  st.;6100;Haderslev;Enkeltmandsvirksomhed;477300 Apoteker;74522067;;Ja
34095736;01.04.2012;;Albani Apotek Odense Kirsten Schøsler Lindholm ;Albanigade 54F;5000;Odense;Enkeltmandsvirksomhed;477300 Apoteker;66120463;albani@apoteket.dk;Nej
26438322;01.04.2002;;Trekroner Apotek Kbh v/Steen Hansen ;Vigerslev Allé 38;2500;Valby;Enkeltmandsvirksomhed;477300 Apoteker;36461288;3kroner@apoteket.dk;Nej
20760230;01.07.1998;;Det Gamle Apotek v/Dorrit Stahl ;Gl Hovedgade 6B;2970;Hørsholm;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;;henrik@stahl-family.com;Nej
18780577;06.09.1995;;Viborg Løve Apotek v/Grethe Arvesen ;Sct. Mathias Gade 41;8800;Viborg;Enkeltmandsvirksomhed;477300 Apoteker;21609977;grethe_arvesen@apoteket.dk;Nej
30335961;01.05.2007;;Ribe Apotek v/Hans Bruun Ringsing ;Mellemdammen 13C -  1.;6760;Ribe;Enkeltmandsvirksomhed;477300 Apoteker;;H.ringsing@icloud.com;Nej
30749227;01.11.2007;;Nykøbing Mors Sct. Clemens Apotek v/Jette Kristensen ;Algade 3;7900;Nykøbing;Enkeltmandsvirksomhed;477300 Apoteker;97720966;clemens@apoteket.dk;Nej
33673507;25.04.2016;;Sorø og Glumsø Apotek v/Mads Haaning ;Storgade 19A;4180;Sorø;Enkeltmandsvirksomhed;477300 Apoteker;57830012;soroe@apoteket.dk;Ja
21665673;01.03.2008;;Assens og Haarby Apotek v/Søren Gøbel ;Østergade 35;5610;Assens;Enkeltmandsvirksomhed;477300 Apoteker;64711035;;Nej
20731540;01.04.1998;;Aarhus City Vest Apotek v/Helle Kristensen Baunmøller ;c/o City Vest -   Gudrunsvej 7 -  st. 129.;8220;Brabrand;Enkeltmandsvirksomhed;477300 Apoteker;86251533;;Nej
16198331;01.01.1987;;OXFORD ALLE APOTEK V/HANS-ERIK HOLM PEDERSEN ;Amagerbrogade 204B;2300;København;Enkeltmandsvirksomhed;477300 Apoteker;32559804;apotek.oxford@apoteket.dk;Nej
26221404;01.11.2001;;Sct. Hans Apotek, Odense/ Charlotte Brun Sørensen ;Skibhusvej 66;5000;Odense;Enkeltmandsvirksomhed;477300 Apoteker;66121128;;Nej
17888870;01.09.1994;;ULDUM APOTEK V/DANJI V M BHANDERI ;Søndergade 18;7171;Uldum;Enkeltmandsvirksomhed;477300 Apoteker;75678003;;Nej
30306562;01.04.2007;;Herning Løve Apotek v/Henrik Krog Jensen ;Bredgade 45;7400;Herning;Enkeltmandsvirksomhed;477300 Apoteker;97124286;;Nej
10038839;24.02.1986;;PHARMAKON A/S ;Milnersvej 42;3400;Hillerød;Aktieselskab;551020 Konferencecentre og kursusejendomme;48206000;;Nej
72323211;01.07.1983;;DATAPHARM A/S ;c/o Danmarks Apotekerforening -   Bredgade 54;1260;København;Aktieselskab;620100 Computerprogrammering;33767600;;Nej
14450874;01.08.1990;;D.A. INVEST OG UDVIKLING A/S ;c/o Danmarks Apotekerforening -   Bredgade 54;1260;København;Aktieselskab;643030 Investeringsselskaber;;;Nej
24338711;03.11.1976;;ApS APOTEKERGÅRDENS GARAGER ;c/o Kristen Holm Brok-Kristensen -   Eckersbergsvej 16;5230;Odense;Anpartsselskab;682030 Anden udlejning af boliger;66143686;hpn@direkte.org;Nej
37831727;23.06.2016;;Apotekergaarden ApS ;Holbergsvej 148;4700;Næstved;Anpartsselskab;682040 Udlejning af erhvervsejendomme;;;Ja
16938106;14.05.1993;;APOTEKEREN A.M.B.A. ;Fruebjergvej 3;2100;København;Andelsselskab (-forening) med begrænset ansvar;464610 Engroshandel med medicinalvarer og sygeplejeartikler;70201413;apotekeren@apotekerenamba.dk;Nej
33073283;04.08.2010;;BLOMSTER APOTEKET ApS ;c/o Chalotte -   Søndergade 3;7480;Vildbjerg;Anpartsselskab;477610 Blomsterforretninger;25360991;blomsterapoteket@gmail.com;Ja
39932091;10.10.2018;;Apotek18 ApS ;Algade 89;5750;Ringe;Anpartsselskab;682030 Anden udlejning af boliger;20662620;morten@hs-pack.dk;Ja
10496837;17.05.1983;;PENSIONSKASSEN FOR FARMAKONOMER ;Tuborg Boulevard 3;2900;Hellerup;Særlig finansiel virksomhed;653010 Pensionskasser;;pka@pka.dk;Nej
35407391;30.07.2013;;MICRJ 1 APOTEKERGÅRDEN ApS ;Klostergade 4;4200;Slagelse;Anpartsselskab;682040 Udlejning af erhvervsejendomme;;js@micrj1.dk;Nej
39706296;05.07.2018;;Restaurant Det Gamle Apotek I/S v/Michelle og Mark Bøgh Sørensen ;Apotekergade 1A -  st.;6100;Haderslev;Interessentskab;561010 Restauranter;;larius@live.dk;Ja
40644849;04.07.2019;;Cafe Apotekerhaven ApS ;c/o Rolf Vagn Jørgensen -   Plantagen 22;5500;Middelfart;Anpartsselskab;561010 Restauranter;;;Nej
26103363;27.06.2001;;BETON-APOTEKET ApS ;Hørskætten 10  -  Klovtofte;2630;Taastrup;Anpartsselskab;469000 Ikke-specialiseret engroshandel;36341900;pg@beton-apoteket.dk;Ja
74883516;27.04.1984;;ERIK SCHMØLKER ApS ;c/o Erik Schmølker -   Rungsted Strandvej 68;2960;Rungsted;Anpartsselskab;649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.;20127997;erik@schmolker.com;Ja
18218399;14.12.1994;;LÆGERNE APOTEKERSTRÆDE 6, STUEN ApS ;Apotekerstræde 6;4700;Næstved;Anpartsselskab;862100 Alment praktiserende læger;55721495;;Nej
27448909;01.11.2003;;Det Gamle Apotek I/S v/ Gitte Bergmann & Niels Rossen ;Slagelsevej 14;4460;Snertinge;Interessentskab;889990 Andre sociale foranstaltninger uden institutionsophold i.a.n.;59446697;;Nej
36905549;15.05.2015;;Apoteka ApS ;Ventrupvej 27;2670;Greve;Anpartsselskab;620200 Konsulentbistand vedrørende informationsteknologi;30320935;mgl@apoteka.dk;Ja
40324577;28.02.2019;;Apoteksbloggers IVS ;c/o Wiberg-Hansen -   Strandlodsvej 25L;2300;København;Iværksætterselskab;204200 Fremstilling af parfume, hårshampoo, tandpasta mv.;60141749;kontakt@apoteksbloggers.dk;Ja
36053941;28.07.2014;;A-APOTEKETS DOSISPAK P/S ;c/o A-apoteket -   Venlighedsvej 6;2970;Hørsholm;Kommanditaktieselskab/Partnerselskab;773900 Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver i.a.n.;70207825;lhj@a-apoteket.dk;Nej
21354600;16.10.1999;;DANMARKS APOTEKERFORENINGS JUBILÆUMSFOND ;c/o 30980 Newsec PAM Denmark A/S -   Lyngby Hovedgade 4;2800;Kongens;Erhvervsdrivende fond;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;45260102;bogholderi@newsec.dk;Ja
86559218;16.10.1999;;APOTEKER S.C. STRØYBERGS FOND TIL BEVARELSE AF JENS BANGS STENHUS ;c/o Advodan Aalborg A/S -   Mølleå 1 -  1.;9000;Aalborg;Erhvervsdrivende fond;682040 Udlejning af erhvervsejendomme;96313363;ejendomaalborg@advodan.dk;Nej
20738006;10.09.1997;;K/S APOTEKERGADE 9. HADERSLEV ;Uraniavej 14 -  st.;1878;Frederiksberg;Kommanditselskab;682040 Udlejning af erhvervsejendomme;;;Nej
27478700;20.11.2003;;APOTEKERNES A.M.B.A ;Mileparken 20E;2740;Skovlunde;Andelsselskab (-forening) med begrænset ansvar;464610 Engroshandel med medicinalvarer og sygeplejeartikler;45950330;info@apotekernes.dk;Ja
34782091;01.05.2013;;Løve Apotek Nykøbing F. v/Ole Lystrup Iversen ;Langgade 5;4800;Nykøbing;Enkeltmandsvirksomhed;477300 Apoteker;54853300;ole@apoteket.dk;Nej
31242592;01.04.2008;;Apotek-Administration-Service v/Kerstin Barbro Ingegerd Persson ;Stevnsbovej 13;2840;Holte;Enkeltmandsvirksomhed;821100 Kombinerede administrationsserviceydelser;28433206;;Nej
40619003;27.06.2019;;DMB Multiservice ApS ;Apotekerlængen 6;2620;Albertslund;Anpartsselskab;494100 Vejgodstransport;93839200;mcbrayd@gmail.com;Ja
81404011;08.06.1977;;TANDLÆGESELSKABET TORBEN CHRISTIANSEN ApS ;Apotekerbakken 26;8783;Hornsyld;Anpartsselskab;862300 Praktiserende tandlæger;75687623;tc@tanddoktor.net;Nej
37289353;09.12.2015;;Slagter Ladegaard ApS ;Apotekerbakken 24;8783;Hornsyld;Anpartsselskab;472200 Slagter- og viktualieforretninger;75687017;mail@hornsyldslagter.dk;Ja
71043010;03.05.1982;;OVERDAMMENS IDEBUTIK ApS ;Overdammen 5;6760;Ribe;Anpartsselskab;477830 Forhandlere af gaveartikler og brugskunst;75421414;;Nej
38548956;31.03.2017;;JuHess ApS ;Kong Georgsvej 18;2950;Vedbæk;Anpartsselskab;477500 Detailhandel med kosmetikvarer og produkter til personlig pleje;60730728;rhl@juhess.com;Ja
33753594;03.06.2011;;BOLIG BOHÈME ApS ;Apotekergade 9A;6100;Haderslev;Anpartsselskab;477830 Forhandlere af gaveartikler og brugskunst;74530880;;Nej
21359696;28.08.1998;;NIELS CHRISTIAN FREDERIKSEN HOLDING ApS ;c/o Niels Christian Frederksen -   Apotekerhaven 16 -  st.;8450;Hammel;Anpartsselskab;642020 Ikke-finansielle holdingselskaber;86463944;;Nej
26075106;06.06.2001;;HOLISTICA UDLEJNING ApS ;Apotekerbakken 23A;8783;Hornsyld;Anpartsselskab;682040 Udlejning af erhvervsejendomme;76833000;;Nej
37371971;13.01.2016;;ATravel ApS ;Apotekervej 3;4750;Lundby;Anpartsselskab;791100 Rejsebureauer;;;Nej
32075037;10.03.2009;;LJ HOLDING NORDBORG ApS ;Apotekergade 8;6430;Nordborg;Anpartsselskab;999999 Uoplyst;;;Nej
41695269;16.09.2020;;Benchmark Trading ApS ;Apotekervej 8;4180;Sorø;Anpartsselskab;463420 Engroshandel med vin og spiritus;;;Ja
27258956;15.07.2003;;HELLERUPVEJ 40 ApS ;Gersonsvej 1;2900;Hellerup;Anpartsselskab;682040 Udlejning af erhvervsejendomme;;;Ja
19800431;19.09.1996;;KOMPLEMENTARSELSKABET SI INVEST ApS ;c/o Strategi og Investering A/S -   Uraniavej 14 -  st.;1878;Frederiksberg;Anpartsselskab;999999 Uoplyst;;;Nej
14091440;02.05.1990;;HOLISTICA-MEDICA A/S ;Apotekerbakken 23A;8783;Hornsyld;Aktieselskab;869090 Sundhedsvæsen i øvrigt i.a.n.;;susanne@holistica-medica.dk;Nej
28491123;25.01.2005;;HOLISTICA HOLDING A/S ;Apotekerbakken 23A;8783;Hornsyld;Aktieselskab;642020 Ikke-finansielle holdingselskaber;;;Nej
27723365;04.05.2004;;JENS ALMSKOU HOLDING ApS ;Apotekervænget 12;9370;Hals;Anpartsselskab;642020 Ikke-finansielle holdingselskaber;86121199;;Ja
19857638;26.02.1997;;BOYE'S LYS-REKLAMETRYK ApS ;Apotekervænget 37;4990;Sakskøbing;Anpartsselskab;181200 Anden trykning;31726631;reklame@31726631.dk;Ja
35861270;27.05.2014;;KARKON ApS ;c/o Steen Holsteen Jessen -   Apotekervej 4;9230;Svenstrup;Anpartsselskab;791200 Rejsearrangører;40572232;karkon@mail.dk;Ja
31497930;19.06.2008;;SPAR HORNSYLD A/S ;Apotekerbakken 4;8783;Hornsyld;Aktieselskab;471120 Supermarkeder;76687551;;Nej
39451131;20.03.2018;;Brian Frimann, 438 Nørre Alslev ApS ;c/o REMA 1000 Nørre Alslev -   Apotekergade 3;4840;Nørre;Anpartsselskab;471130 Discountforretninger;;438@rema1000.dk;Ja
32936326;18.05.2010;;Apo IT ApS ;Bavne Alle 25  -  Selling;8370;Hadsten;Anpartsselskab;479116 Detailhandel med tøj, sko, lædervarer, ure eller babyudstyr  via internet;21613520;info@apoit.dk;Nej
29924171;28.09.2006;;JYSK ERHVERVSHANDEL ApS ;c/o Hesel Erhverv -   Rådhustorvet 4 -  4.;7100;Vejle;Anpartsselskab;999999 Uoplyst;;;Nej
38305476;28.12.2016;;Living Yoga ApS ;Apotekerstræde 4 -  1.;4700;Næstved;Anpartsselskab;855100 Undervisning inden for sport og fritid;23813373;info@livingyoganaestved.dk;Nej
38770152;03.07.2017;;Finn Fabricius, 905 Sakskøbing ApS ;c/o REMA 1000 Sakskøbing -   Apotekervænget 21;4990;Sakskøbing;Anpartsselskab;471130 Discountforretninger;60390905;905@rema1000.dk;Nej
34584087;24.05.2012;;CANDELARIA HOLDING ApS ;c/o Miguel Kjeldgaard Candelaria -   Apotekerstræde 6 -  st. tv.;4700;Næstved;Anpartsselskab;999999 Uoplyst;;;Ja
36067063;18.08.2014;;HUMANNER ApS ;Apotekerbakken 23A;8783;Hornsyld;Anpartsselskab;855900 Anden undervisning i.a.n.;;;Nej
20851406;15.04.1998;;Apothekergaarden Ejendomme ApS ;Storegade 48;4780;Stege;Anpartsselskab;683110 Ejendomsmæglere mv.;28120441;;Ja
29870217;01.01.2006;;Andelsboligforeningen Apotekervænget ;Apotekervænget 2 - 18;9370;Hals;Forening;682020 Private andelsboligforeninger;;;Nej
25721632;01.02.2001;;Rådhus Apoteket i Slagelse ;Smedegade 6;4200;Slagelse;Enkeltmandsvirksomhed;477300 Apoteker;58521145;;Nej
26753007;01.10.2002;;Jernbane Apoteket Randers v/Jeanette Abel ;Vestertorv 2;8900;Randers;Enkeltmandsvirksomhed;477300 Apoteker;86426399;;Nej
37385697;19.01.2016;;Tarm, Skjern og Ølgod Apoteker ;Storegade 27;6880;Tarm;Enkeltmandsvirksomhed;477300 Apoteker;97371006;098LG@apoteket.dk;Ja
33550650;01.05.2011;;Odense Apotekerne Bolbro, Ørnen, Tarup & Korup ;c/o Odense Apotekerne v R Jensen -   Vestergade 80;5000;Odense;Enkeltmandsvirksomhed;477300 Apoteker;66122970;282oe@apoteket.dk;Ja
16520276;01.12.1992;;PB apo-advice ;Hyldeholm 12;4000;Roskilde;Enkeltmandsvirksomhed;711290 Anden teknisk rådgivning;46323277;;Nej
16899771;01.06.1993;;Udlejningsejendommen Ålbæk ;c/o Ole Jertrum -   Hjælmevej 22;9990;Skagen;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;98445202;jertrum@apoteket.dk;Nej
61311211;01.02.1982;;Kyødale (Landbrug) v/Ole Bak ;Kyømarksvej 11;9240;Nibe;Enkeltmandsvirksomhed;015000 Blandet drift;98124166;ole-bak@apoteket.dk;Nej
39415836;16.03.2018;;Apoteker Hans Clausen Schultz og hustrus mindelegat for unge håndværkere på Samsø fond ;c/o Lasse Bundgaard -   Storegade 2A;8305;Samsø;Fonde og andre selvejende institutioner;649900 Anden finansiel formidling undtagen forsikring og pensionsforsikring, i.a.n.;;maja@bagersaps.dk;Ja
71733912;01.04.1983;;Udlejer Gravers Graversen ;Skovlyvej 14;9670;Løgstør;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;98673722;;Nej
13915172;01.03.1990;;Betula v/Jens Overø ;Ulrikkenborg Alle 54;2800;Kgs.Lyngby;Enkeltmandsvirksomhed;773900 Udlejning og leasing af andet materiel, udstyr og andre materielle aktiver i.a.n.;45873123;;Nej
30033299;01.02.2007;;Løve Apoteket Randers v/Naser Balderlou Jensen ;Østervold 24;8900;Randers;Enkeltmandsvirksomhed;477300 Apoteker;86430011;011nj@apoteket.dk;Ja
31824605;01.01.2009;;Løve Apoteket Lillebælt Løvbjerg v/Lene Landsgrav ;Strevelinsvej 11;7000;Fredericia;Enkeltmandsvirksomhed;477300 Apoteker;75923544;015FL@apoteket.dk;Ja
27221386;01.08.2003;;Svane Apoteket Frederikshavn v/Steen Degn Holm ;Havnegade 2;9900;Frederikshavn;Enkeltmandsvirksomhed;477300 Apoteker;98421676;;Nej
15293713;15.10.1968;;Lægerne Geels Plads ;Geels Plads 20 -  1.;2830;Virum;Interessentskab;862100 Alment praktiserende læger;45852380;lgp.virum@gmail.com;Nej
11590004;01.01.1901;;APOTEKER P.C.N. FRIDERICHSENS LEGAT FOR BOTANISKE REJSER ;c/o Dansk Botanisk Forening -  Statens Naturhi -   Øster Voldgade 5 - 7;1350;København;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
32038506;01.06.2009;;Apoteket Rosen København v/Bent Halling Sørensen ;Tuborgvej 269;2400;København;Enkeltmandsvirksomhed;477300 Apoteker;35817500;;Nej
11688306;01.01.1901;;Apoteker Victor C.A.Løffler og Hustru Helga Torp-Løffler m fl Mindefond ;c/o DANMARKS APOTEKERFORENING -   Bredgade 54;1260;København;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;33767600;;Nej
88978315;27.03.1980;;Poul Brødsgaard ;Solvangen 16;4281;Gørlev;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;72168492;poul_b@mail.tele.dk;Nej
25912179;16.02.2001;;Restaurant Frederik 2 v/Peter Madsen ;Adelgade 41;8660;Skanderborg;Enkeltmandsvirksomhed;472600 Tobaksforretninger;86520880;;Ja
32909124;03.06.2010;;Ejerlejlighedsforeningen Apotekergården ;c/o Brian Ritz -   Nytorv 3F;8800;Viborg;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;40336694;efnytorv@gmail.com;Nej
15384778;01.09.1991;;Peter Hostrup ;Algade 36 -  1.;5500;Middelfart;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;82384046;ph.algade@gmail.com;Nej
28236042;01.02.2005;;Tandlægerne Apotekergaarden v/Lene Søberg ;Vestergade 4;8000;Aarhus;Enkeltmandsvirksomhed;862300 Praktiserende tandlæger;;;Nej
14958541;01.04.1991;;Bolbro Consult v/Lars Clemmensen ;Strandagervænget 24;7000;Fredericia;Enkeltmandsvirksomhed;711290 Anden teknisk rådgivning;66166382;Clemmensen@apoteket.dk;Nej
33413033;01.05.2011;;Svane Apoteket Åbenrå v/Shahpour Sobhani ;c/o Aaberaa Svane Apotek v/Shahpour Sobhani -   Opnørplads 1 - 3;6200;Aabenraa;Enkeltmandsvirksomhed;477300 Apoteker;74622200;;Nej
11588182;01.01.1901;;APOTEKER F.HOLMS OG HUSTRU MARIE FØDT SCHOUBOUES LEGAT ;c/o Kirstine Troldborg -   Maglevænget 13;2920;Charlottenlund;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;;;Nej
19396843;23.12.1995;;APOTEKER DR PHARM VIGGO HELWEG- MIKKELSEN OG ANNIE HELWEG- MIKKELSEN'S LEGAT (FOND) ;c/o Steffen de Teilman Hald -   Parkvej 33;2830;Virum;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;45859540;hald@apoteket.dk;Nej
39495627;01.01.2018;;Andelsboligforeningen Apotekerhaven ;c/o Revision Limfjord -   Ved Fjorden 25;7600;Struer;Forening;682020 Private andelsboligforeninger;96177100;rp@revisionlimfjord.dk;Ja
16195901;01.01.1991;;DANMARKS APOTEKERFORENINGS PERSONALEFOND ;c/o DANMARKS APOTEKERFORENING -   Bredgade 54;1260;København;Fonde og andre selvejende institutioner;889910 Foreninger, legater og fonde med sygdomsbekæmpende, sociale og velgørende formål;33767600;;Nej
12869274;01.04.1989;;ApoPAN v/Poul Anker Nielsen ;Bispeengen 73;5270;Odense;Enkeltmandsvirksomhed;522120 Parkering og vejhjælp mv.;;poulankernielsen51@gmail.com;Nej
38752111;29.06.2017;;Foreningen af Danske Online-Apoteker ;Bavne Alle 25;8370;Hadsten;Frivillig forening;949900 Andre organisationer og foreninger i.a.n.;;;Ja
25712455;01.12.2000;;Apokon v/Nina Yde Søndergaard ;Lavendelvej 3;7700;Thisted;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;97925899;nina.yde@outlook.dk;Nej
39667967;01.01.2018;;Højer Apoteksejendom v/Jonna Sandbjerg ;Nakskovvej 10;6000;Kolding;Enkeltmandsvirksomhed;351100 Produktion af elektricitet;;sandbjerg@apoteket.dk;Nej
10483387;01.10.1979;;LHL Consult v/Lisa Hingstrup Larsen ;Klintevej 26;4673;Rødvig;Enkeltmandsvirksomhed;682040 Udlejning af erhvervsejendomme;56506838;;Nej
